text,label,phishing_type,severity,confidence
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Sincerely,
Jamie Lee",1,credential_harvesting,high,0.78
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Security Team,
Alex Khan",1,generic_phishing,low,0.77
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Taylor Lee",0,legitimate,low,0.98
"Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Jordan Lee",0,legitimate,low,1.0
"Attention, this is the legal accounts team. There are security violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Sincerely,
Taylor Patel",1,authority_scam,high,0.92
"Sharing the revised documentation with examples. The new endpoints are described in section two.

I'll share the slides later today.

Best,
Morgan Khan",0,legitimate,low,0.96
"Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Jamie Khan",0,legitimate,low,0.98
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

IT Desk,
Cameron Lee",1,credential_harvesting,high,0.83
"Notice, final warning. Failure to respond will hold your account. Immediate action is required to avoid penalty. Your case will be referred to the judge if unresolved.

IT Desk,
Sam Lee",1,threats,high,0.9
"Dear user, this is the immigration security team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Risk Operations,
Riley Wong",1,authority_scam,high,0.89
"Attention, this is an final notice notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions now.

Risk Operations,
Taylor Wong",1,urgency,medium,0.72
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Regards,
Cameron Singh",1,urgency,high,0.87
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Security Team,
Jamie Wong",1,urgency,high,0.85
"Account holder, final warning. Failure to respond will terminate your account. Immediate action is required to avoid penalty. Your case will be referred to the judge if unresolved.

Regards,
Jordan Wong",1,threats,high,0.81
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Casey Khan",0,legitimate,low,0.96
"Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Security Team,
Taylor Brown",1,generic_phishing,medium,0.67
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Regards,
Cameron Khan",1,romance_dating,high,0.71
"Dear customer, this is an final notice notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions now.

Account Services,
Casey Nguyen",1,urgency,high,0.89
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

IT Desk,
Sam Singh",1,social_engineering_advanced,high,0.85
"Thanks for attending the workshop. Here are links to references and the slide deck.

Thanks for reviewing the document.

Best,
Avery Singh",0,legitimate,low,0.99
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Jamie Garcia",0,legitimate,low,0.96
"Attention, congratulations! You are the winner of a prize. To redeem your payment of $10,000, please provide your account number to process the total. This deal is limited time.

Compliance Team,
Cameron Garcia",1,financial_scam,high,0.83
"Hi there, this is an final notice notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions now.

Security Team,
Casey Lee",1,urgency,high,0.81
"Dear customer, this is an asap notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions immediately.

Support Desk,
Avery Brown",1,urgency,medium,0.87
"Hello, this is the amazon security team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Sincerely,
Morgan Nguyen",1,authority_scam,high,0.82
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Cameron Kim",0,legitimate,low,0.96
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Sincerely,
Alex Martinez",1,social_engineering_advanced,high,0.83
